license_plate,price,make,mileage,year,fuel_type,transmission,body_type,engine_size,car_tier,engine_tier,year_band
KE14VKL,17965.0,VOLVO,52000.0,2014.0,Diesel,Semi-auto,Suv,2.4,T2,2-3L,2010-2014
KM70UGS,54990.0,VOLVO,9185.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
KP70FGV,59690.0,VOLVO,4239.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
KM19SKN,40350.0,VOLVO,18333.0,2019.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
KV67WMY,40000.0,VOLVO,21452.0,2017.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
KV69OLU,52000.0,VOLVO,10084.0,2019.0,Hybrid,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
KR70NTK,66990.0,VOLVO,2143.0,2020.0,Hybrid,Semi-auto,Suv,2.0,T2,1-2L,>2020
YY68VJV,57500.0,VOLVO,15248.0,2019.0,Hybrid,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
KM67XFJ,29970.0,VOLVO,79989.0,2017.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
HG21NKF,46990.0,VOLVO,1001.0,2021.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,>2020
GK18OFA,39995.0,VOLVO,37863.0,2018.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
CA14XUR,8990.0,VOLVO,43436.0,2014.0,Diesel,Semi-auto,Hatchback,1.6,T2,1-2L,2010-2014
KV67HSE,36000.0,VOLVO,32989.0,2017.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
KJ18WRV,13890.0,VOLVO,6798.0,2018.0,Petrol,Manual,Hatchback,2.0,T2,1-2L,2015-2019
AG19EZC,18690.0,VOLVO,14046.0,2019.0,Petrol,Semi-auto,Hatchback,1.5,T2,1-2L,2015-2019
BR19XHE,59950.0,VOLVO,12220.0,2019.0,Hybrid,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
KK18OMR,17250.0,VOLVO,19145.0,2018.0,Petrol,Semi-auto,Hatchback,1.5,T2,1-2L,2015-2019
FX68HFW,13980.0,VOLVO,19840.0,2018.0,Petrol,Manual,Hatchback,2.0,T2,1-2L,2015-2019
FP21MVK,51980.0,VOLVO,6528.0,2021.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,>2020
WG16CPV,13995.0,VOLVO,74107.0,2016.0,Diesel,Semi-auto,Estate,2.0,T2,1-2L,2015-2019
AU64HJY,12490.0,VOLVO,47461.0,2014.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,2010-2014
KW18FHG,16990.0,VOLVO,27995.0,2018.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
AX17OAE,13699.0,VOLVO,20608.0,2017.0,Petrol,Semi-auto,Hatchback,1.5,T2,1-2L,2015-2019
AF17UAC,12480.0,VOLVO,36036.0,2017.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,2015-2019
ND66FZE,12990.0,VOLVO,52421.0,2016.0,Petrol,Semi-auto,Hatchback,1.5,T2,1-2L,2015-2019
CF70CFP,65990.0,VOLVO,6062.0,2021.0,Hybrid,Semi-auto,Suv,2.0,T2,1-2L,>2020
WP63OHB,12999.0,VOLVO,61529.0,2014.0,Diesel,Semi-auto,Estate,2.4,T2,2-3L,2010-2014
NC68OBX,13995.0,VOLVO,21900.0,2019.0,Petrol,Manual,Hatchback,2.0,T2,1-2L,2015-2019
FG66JYT,11999.0,VOLVO,31984.0,2016.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
OU18XVZ,48480.0,VOLVO,38140.0,2018.0,Hybrid,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
EA21ZTN,24750.0,VOLKSWAGEN,737.0,2021.0,Petrol,Automatic,Suv,1.0,T2,0-1L,>2020
SW21OGK,20495.0,VOLKSWAGEN,2500.0,2021.0,Petrol,Automatic,Suv,1.0,T2,0-1L,>2020
OV21ZXD,25490.0,VOLKSWAGEN,10.0,2021.0,Petrol,Automatic,Suv,1.0,T2,0-1L,>2020
PX17ULY,12500.0,VOLVO,33550.0,2017.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
LR65VPP,8265.0,VOLVO,44000.0,2015.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
KU63JDO,8333.0,VOLVO,68500.0,2014.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,2010-2014
EA21MUO,24450.0,VOLKSWAGEN,773.0,2021.0,Petrol,Automatic,Suv,1.5,T2,1-2L,>2020
KX19YSG,15000.0,VOLVO,11667.0,2019.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
WG21TZV,26500.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Automatic,Suv,1.5,T2,1-2L,>2020
GL18XWW,15000.0,VOLVO,22829.0,2018.0,Petrol,Manual,Saloon,2.0,T2,1-2L,2015-2019
S14DAH,16200.0,VOLVO,13610.0,2018.0,Petrol,Semi-auto,Hatchback,1.5,T2,1-2L,2015-2019
PF21VOH,22465.0,VOLKSWAGEN,555.0,2021.0,Petrol,Manual,Suv,1.0,T2,0-1L,>2020
WJ18WVC,16990.0,VOLVO,28097.0,2018.0,Petrol,Manual,Hatchback,2.0,T2,1-2L,2015-2019
WG21PVX,25000.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Automatic,Suv,1.5,T2,1-2L,>2020
YS18EPN,16000.0,VOLVO,20273.0,2018.0,Petrol,Manual,Saloon,2.0,T2,1-2L,2015-2019
PK67BDO,12495.0,VOLVO,21372.0,2017.0,Petrol,Manual,Hatchback,2.0,T2,1-2L,2015-2019
GF18LZE,15580.0,VOLVO,51926.0,2018.0,Petrol,Manual,Hatchback,2.0,T2,1-2L,2015-2019
KJ17JFF,14500.0,VOLVO,38800.0,2017.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
KJ18LDA,14500.0,VOLVO,39601.0,2018.0,Diesel,Manual,Hatchback,2.0,T2,1-2L,2015-2019
WP21EZC,40590.0,VOLVO,10.0,2021.0,Hybrid,Automatic,Saloon,2.0,T2,1-2L,>2020
GK70GOJ,26000.0,VOLKSWAGEN,4937.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
LS19YRJ,22788.0,VOLKSWAGEN,12000.0,2019.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,2015-2019
KT21BSO,25396.0,VOLKSWAGEN,5000.0,2021.0,Petrol,Manual,Suv,1.0,T2,0-1L,>2020
VN68KWZ,17500.0,VOLKSWAGEN,4610.0,2018.0,Petrol,Manual,Suv,1.0,T2,0-1L,2015-2019
KE19FCY,16990.0,VOLKSWAGEN,14441.0,2019.0,Petrol,Manual,Suv,1.0,T2,0-1L,2015-2019
GJ70RDZ,26000.0,VOLKSWAGEN,10592.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
AK21VJO,28304.0,VOLKSWAGEN,5000.0,2021.0,Petrol,Automatic,Suv,1.5,T2,1-2L,>2020
GK70GPX,26000.0,VOLKSWAGEN,6014.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
BJ18GNP,20995.0,VOLKSWAGEN,31006.0,2018.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
KE21BVK,30240.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
GJ70RCO,26000.0,VOLKSWAGEN,5445.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
HD18LDU,22200.0,VOLKSWAGEN,13874.0,2018.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
FT21AXN,25890.0,VOLKSWAGEN,542.0,2021.0,Petrol,Automatic,Suv,1.5,T2,1-2L,>2020
CF21KHZ,21490.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Manual,Suv,1.0,T2,0-1L,>2020
SW21HVT,28995.0,VOLKSWAGEN,2500.0,2021.0,Petrol,Semi-auto,Convertible,1.5,T2,1-2L,>2020
AD19YSA,19450.0,VOLKSWAGEN,10397.0,2019.0,Diesel,Manual,Suv,1.6,T2,1-2L,2015-2019
CA18AVX,20495.0,VOLKSWAGEN,27329.0,2018.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
DG20VWU,24995.0,VOLKSWAGEN,8199.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
GF70CTY,26995.0,VOLKSWAGEN,8657.0,2020.0,Petrol,Manual,Suv,1.5,T2,1-2L,>2020
PL19MTX,15965.0,VOLKSWAGEN,20911.0,2019.0,Petrol,Manual,Suv,1.0,T2,0-1L,2015-2019
KR70YPM,28690.0,VOLKSWAGEN,1187.0,2021.0,Petrol,Semi-auto,Convertible,1.5,T2,1-2L,>2020
CK70ZFB,28990.0,VOLKSWAGEN,5837.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
GJ20VEB,24490.0,VOLKSWAGEN,6814.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
CX20ONO,36990.0,VOLKSWAGEN,11162.0,2020.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,>2020
BG18OKF,23995.0,VOLKSWAGEN,7207.0,2018.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
M90ERR,19995.0,VOLKSWAGEN,10451.0,2021.0,Petrol,Manual,Suv,1.0,T2,0-1L,>2020
KJ18UVX,21490.0,VOLKSWAGEN,19250.0,2018.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
CE19UHJ,19490.0,VOLKSWAGEN,25000.0,2019.0,Diesel,Manual,Suv,1.6,T2,1-2L,2015-2019
KN70EOR,27290.0,VOLKSWAGEN,4092.0,2020.0,Petrol,Manual,Convertible,1.5,T2,1-2L,>2020
DG70JUE,30990.0,VOLKSWAGEN,6214.0,2020.0,Petrol,Semi-auto,Convertible,1.5,T2,1-2L,>2020
CP21GSU,22490.0,VOLKSWAGEN,1001.0,2021.0,Diesel,Manual,Suv,1.6,T2,1-2L,>2020
CU18UNY,20690.0,VOLKSWAGEN,25765.0,2018.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
CV20YDM,27790.0,VOLKSWAGEN,1733.0,2020.0,Petrol,Manual,Convertible,1.5,T2,1-2L,>2020
BK19URV,18495.0,VOLKSWAGEN,27919.0,2019.0,Diesel,Manual,Suv,1.6,T2,1-2L,2015-2019
SM21NCF,28995.0,VOLKSWAGEN,105.0,2021.0,Petrol,Manual,Convertible,1.5,T2,1-2L,>2020
EL17MCG,17695.0,VOLKSWAGEN,3735.0,2021.0,Petrol,Manual,Suv,1.5,T2,1-2L,>2020
R7CSW,21450.0,VOLKSWAGEN,19750.0,2021.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
AK21MHU,21990.0,VOLKSWAGEN,5000.0,2021.0,Diesel,Manual,Suv,1.6,T2,1-2L,>2020
AE70EDX,35995.0,VOLKSWAGEN,1485.0,2020.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,>2020
DA70OLP,26940.0,VOLKSWAGEN,2404.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
GF68XTV,21495.0,VOLKSWAGEN,20580.0,2018.0,Petrol,Semi-auto,Saloon,1.5,T2,1-2L,2015-2019
CP21LWW,49990.0,VOLKSWAGEN,1750.0,2021.0,Petrol,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
CP21FFR,32440.0,VOLKSWAGEN,1750.0,2021.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
LO21UZP,13490.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,>2020
CF21KWJ,31990.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
PK21VUD,39999.0,VOLKSWAGEN,1001.0,2021.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
SV21ZXC,33995.0,VOLKSWAGEN,2500.0,2021.0,Petrol,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
AJ21RYG,33154.0,VOLKSWAGEN,5000.0,2021.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
PN21ZHT,44995.0,VOLKSWAGEN,2500.0,2021.0,Petrol,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
WH18JUW,12495.0,VOLKSWAGEN,22300.0,2018.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
PJ21YWG,30965.0,VOLKSWAGEN,1520.0,2021.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
KV20POF,27995.0,VOLKSWAGEN,8818.0,2020.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
BP21CHO,33850.0,VOLKSWAGEN,1001.0,2021.0,Petrol,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
YG19KSZ,15265.0,VOLKSWAGEN,12881.0,2019.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
MF67UKT,19980.0,VOLKSWAGEN,39276.0,2017.0,Petrol,Semi-auto,Saloon,2.0,T2,1-2L,2015-2019
LV68BCZ,9690.0,VOLKSWAGEN,27500.0,2018.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
DF69FZJ,27500.0,VOLKSWAGEN,4300.0,2020.0,Diesel,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
LP21NLC,38000.0,VOLKSWAGEN,1000.0,2021.0,Diesel,Semi-auto,Estate,2.0,T2,1-2L,>2020
KY20BXZ,38480.0,VOLKSWAGEN,6542.0,2020.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,>2020
LS21VXC,33000.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Semi-auto,Hatchback,2.0,T2,1-2L,>2020
SW67OJA,6990.0,VOLKSWAGEN,44756.0,2018.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
CP17ZKU,7490.0,VOLKSWAGEN,6992.0,2017.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
KO69LYH,9490.0,VOLKSWAGEN,5000.0,2020.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,>2020
AV67AZB,17510.0,VOLKSWAGEN,14767.0,2017.0,Petrol,Manual,Coupe,2.0,T2,1-2L,2015-2019
CT18DKO,7790.0,VOLKSWAGEN,22808.0,2018.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
MJ21FUB,15888.0,VOLKSWAGEN,15.0,2021.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,>2020
KS21OZJ,64995.0,VOLKSWAGEN,1000.0,2021.0,Diesel,Semi-auto,Mpv,2.0,T2,1-2L,>2020
ER53YNS,17500.0,VOLKSWAGEN,23457.0,2016.0,Diesel,Manual,Coupe,2.0,T2,1-2L,2015-2019
BT67JVL,24000.0,VOLKSWAGEN,13180.0,2017.0,Petrol,Semi-auto,Coupe,2.0,T2,1-2L,2015-2019
GV14DFG,5200.0,VOLKSWAGEN,34498.0,2014.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2010-2014
CF21BUE,12490.0,VOLKSWAGEN,99.0,2021.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,>2020
BG68YXX,9995.0,VOLKSWAGEN,6000.0,2018.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
SD17VKO,5999.0,VOLKSWAGEN,30000.0,2017.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
NG19EZL,8790.0,VOLKSWAGEN,20360.0,2019.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,2015-2019
NG21VWJ,31999.0,VOLKSWAGEN,500.0,2021.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
KY70PTZ,30000.0,VOLKSWAGEN,3065.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
KE21CGK,29490.0,VOLKSWAGEN,1000.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
LP21RKJ,28450.0,VOLKSWAGEN,1000.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
NG21SBO,31999.0,VOLKSWAGEN,500.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
DA20OGV,29000.0,VOLKSWAGEN,2738.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
DG20HRN,29780.0,VOLKSWAGEN,7535.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
GK20FTO,28995.0,VOLKSWAGEN,6049.0,2020.0,Diesel,Semi-auto,Suv,1.5,T2,1-2L,>2020
DA18NFU,19650.0,VOLKSWAGEN,23958.0,2018.0,Diesel,Manual,Suv,2.0,T2,1-2L,2015-2019
KR20KUK,27460.0,VOLKSWAGEN,2704.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
PF21RZR,41495.0,VOLKSWAGEN,1500.0,2021.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,>2020
AF65LME,13000.0,VOLKSWAGEN,27513.0,2015.0,Diesel,Manual,Suv,2.0,T2,1-2L,2015-2019
LP21WXN,27240.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
LP21RKK,32500.0,VOLKSWAGEN,1000.0,2021.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
GJ20CXX,24290.0,VOLKSWAGEN,15027.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
KY70REU,32000.0,VOLKSWAGEN,3523.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
WF66YWC,19750.0,VOLKSWAGEN,21604.0,2016.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
DA20VDK,29340.0,VOLKSWAGEN,14351.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
SK67DBU,21495.0,VOLKSWAGEN,43998.0,2017.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
SP19ZXA,20495.0,VOLKSWAGEN,23186.0,2019.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
KS69VTL,32977.0,VOLKSWAGEN,1939.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
FD17DNE,16590.0,VOLKSWAGEN,56247.0,2017.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
EA21KNO,27350.0,VOLKSWAGEN,737.0,2021.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
MK67AYA,19995.0,VOLKSWAGEN,17525.0,2017.0,Diesel,Manual,Suv,2.0,T2,1-2L,2015-2019
YY16NSV,12690.0,VOLKSWAGEN,40738.0,2016.0,Diesel,Manual,Suv,2.0,T2,1-2L,2015-2019
EA21AXT,42450.0,VOLKSWAGEN,1250.0,2021.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,>2020
KN20LWJ,33375.0,VOLKSWAGEN,1532.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
WG21FVD,33980.0,VOLKSWAGEN,1000.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
BJ66VPZ,14280.0,VOLKSWAGEN,80500.0,2016.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
NG21WDR,31999.0,VOLKSWAGEN,500.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
PL67JUC,23465.0,VOLKSWAGEN,20156.0,2017.0,Diesel,Manual,Suv,2.0,T2,1-2L,2015-2019
CP19LLU,19940.0,VOLKSWAGEN,22122.0,2019.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
SK15WMW,14899.0,VOLKSWAGEN,17500.0,2015.0,Diesel,Manual,Suv,2.0,T2,1-2L,2015-2019
KV20NYT,33150.0,VOLKSWAGEN,2876.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
EK19VVZ,30495.0,VOLKSWAGEN,12097.0,2019.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
EJ21FFO,34950.0,VOLKSWAGEN,1117.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
PF21MSX,23999.0,VOLKSWAGEN,5000.0,2021.0,Petrol,Manual,Suv,1.5,T2,1-2L,>2020
VU21NZZ,28444.0,VOLKSWAGEN,3794.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
GJ70SYG,32490.0,VOLKSWAGEN,9545.0,2020.0,Petrol,Semi-auto,Suv,2.0,T2,1-2L,>2020
AJ17ECC,25490.0,VOLKSWAGEN,10800.0,2017.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
LT66VJM,22490.0,VOLKSWAGEN,32198.0,2016.0,Diesel,Manual,Suv,2.0,T2,1-2L,2015-2019
CA14XMZ,10500.0,VOLKSWAGEN,38981.0,2014.0,Diesel,Manual,Suv,2.0,T2,1-2L,2010-2014
LM20VHT,27490.0,VOLKSWAGEN,1080.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
CA19GEK,20990.0,VOLKSWAGEN,7749.0,2019.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
DA18TMU,27490.0,VOLKSWAGEN,10963.0,2018.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
DG20HSL,29990.0,VOLKSWAGEN,3821.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
CP19SGV,23990.0,VOLKSWAGEN,11673.0,2019.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,2015-2019
KP70BMO,35990.0,VOLKSWAGEN,1560.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
DA70TZZ,28990.0,VOLKSWAGEN,4739.0,2020.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
SR19BCO,26995.0,VOLKSWAGEN,14863.0,2019.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
LR66MHF,18490.0,VOLKSWAGEN,41033.0,2016.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
SM17AKU,20995.0,VOLKSWAGEN,26349.0,2017.0,Diesel,Manual,Suv,2.0,T2,1-2L,2015-2019
LP18FCA,19990.0,VOLKSWAGEN,34000.0,2018.0,Petrol,Manual,Suv,1.4,T2,1-2L,2015-2019
DC69DNY,28790.0,VOLKSWAGEN,6332.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
KM70WGZ,36480.0,VOLKSWAGEN,2898.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
DG20YKK,29990.0,VOLKSWAGEN,3848.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
KR20RZO,31990.0,VOLKSWAGEN,2623.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
FT21DVB,32361.0,VOLKSWAGEN,1024.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
KM20LLD,29990.0,VOLKSWAGEN,6241.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
DG20HVY,28790.0,VOLKSWAGEN,9557.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
DG20HXW,29990.0,VOLKSWAGEN,7689.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
DG20HTX,29990.0,VOLKSWAGEN,3432.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
KW70YPK,31490.0,VOLKSWAGEN,6906.0,2021.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
DG20WMZ,30995.0,VOLKSWAGEN,4753.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
DA20VCL,29990.0,VOLKSWAGEN,5422.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
KV21BCU,32988.0,VOLKSWAGEN,667.0,2021.0,Petrol,Semi-auto,Suv,1.5,T2,1-2L,>2020
GJ20FDF,29675.0,VOLKSWAGEN,6358.0,2020.0,Diesel,Semi-auto,Suv,1.5,T2,1-2L,>2020
KS69ZLY,32200.0,VOLKSWAGEN,5623.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
ML67GVD,25990.0,VOLKSWAGEN,34087.0,2017.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
YD19OCX,20890.0,VOLKSWAGEN,19768.0,2019.0,Petrol,Manual,Suv,1.5,T2,1-2L,2015-2019
KM70XVU,36444.0,VOLKSWAGEN,1311.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
ML21AYA,31888.0,VOLKSWAGEN,2232.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
DE70KGO,29998.0,VOLKSWAGEN,2979.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
KP70DFN,37990.0,VOLKSWAGEN,5941.0,2020.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
LM68WPN,22490.0,VOLKSWAGEN,25800.0,2018.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
EA21HJU,40000.0,VOLKSWAGEN,5.0,2021.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,>2020
FV18SXE,19359.0,VOLKSWAGEN,39500.0,2018.0,Diesel,Semi-auto,Suv,2.0,T2,1-2L,2015-2019
EY68VBK,20341.0,VOLKSWAGEN,20336.0,2018.0,Petrol,Manual,Suv,1.4,T2,1-2L,2015-2019
OY69VTF,25465.0,VOLKSWAGEN,35000.0,2019.0,Diesel,Manual,Mpv,2.0,T2,1-2L,2015-2019
FY21XFW,32000.0,VOLKSWAGEN,10.0,2021.0,Diesel,Manual,Mpv,2.0,T2,1-2L,>2020
KS20UKL,28990.0,VOLKSWAGEN,4188.0,2020.0,Diesel,Manual,Suv,2.0,T2,1-2L,>2020
FH19LXO,19495.0,VOLKSWAGEN,17042.0,2019.0,Diesel,Semi-auto,Mpv,1.6,T2,1-2L,2015-2019
GJ20FFH,22930.0,VOLKSWAGEN,8730.0,2020.0,Diesel,Semi-auto,Mpv,2.0,T2,1-2L,>2020
KT21AYX,16000.0,VOLKSWAGEN,10.0,2021.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,>2020
MT21VOV,57988.0,VOLKSWAGEN,1466.0,2021.0,Diesel,Semi-auto,Suv,3.0,T2,2-3L,>2020
KW21ZFL,17790.0,VOLKSWAGEN,1.0,2021.0,Petrol,Semi-auto,Hatchback,1.0,T2,0-1L,>2020
NH19KBU,34990.0,VOLKSWAGEN,20810.0,2019.0,Diesel,Semi-auto,Suv,3.0,T2,2-3L,2015-2019
KT21ABU,19490.0,VOLKSWAGEN,982.0,2021.0,Petrol,Semi-auto,Hatchback,1.0,T2,0-1L,>2020
KW21ZVH,17000.0,VOLKSWAGEN,10.0,2021.0,Petrol,Semi-auto,Hatchback,1.0,T2,0-1L,>2020
BK65GWY,20499.0,VOLKSWAGEN,54173.0,2015.0,Diesel,Semi-auto,Suv,3.0,T2,2-3L,2015-2019
KT21ABN,19490.0,VOLKSWAGEN,10.0,2021.0,Petrol,Semi-auto,Hatchback,1.0,T2,0-1L,>2020
GM69AZG,14495.0,VOLKSWAGEN,1384.0,2020.0,Petrol,Manual,Hatchback,1.0,T2,0-1L,>2020
